,query
381,jack black reprises his role in this sequel dealing with a fighting group of animals
382,what is the animated disney cartoon in which a young woman is hunted by a witch for being the fairest of them all according to a magic mirror
383,what s the indie film about a lesbian couple and their two kids and the man who throws their lives into turmoil
384,an exclusive golf course has to deal with a brash new member and a destructive dancing gopher in this 1980 comedy
385,name the epic film documentary about a remarkable ice creature that was narrated by morgan freeman
386,what is the name of stanley kubric s 1968 epic sci fi classic
387,the second film of the ghost rider series nicholas cage returns in the title role to protect a mysterious mother and son from the devil himself
388,what zombie thriller features a group of survivors locked in a mall fighting the undead
389,what 1974 musical starred lucille ball and bea arthur and was based on a broadway show of the same name
390,what 2004 movie featuring many stars including terrance howard and sandra bolluck focuses on racial tension in los angeles
391,name the first film in george lucas famous space saga about good and evil
392,what was that 60 s western film that involved 7 gunman protecting a village from bandits
393,i m thinking of the sequel 3 d movie with the talking donkey and the green giant man
394,what s the adult retelling of a famous children s story involving a girl a grandmother and a big bad wolf
395,what is the name of the old black and white movie about an undead creature stalking the night
396,what is the scary movie starring jamie lee curtis as a babysitter who gets stalked by her psycho older brother
