,query,link1,text1,link2,text2,link3,text3,link4,text4,link5,text5,link6,text6,link7,text7,link8,text8,link9,text9,link10,text10
84,director milos foreman and actor f murray abraham won oscars for what film,https://www.hollywoodreporter.com/movies/movie-news/boulder-film-festival-f-murray-abraham-performer-of-the-year-1235338920/,"The Hollywood Reporter
Boulder International Film Festival: F. Murray Abraham Tapped for Performer of the Year Award (Exclusive)
F. Murray Abraham, Amadeus Oscar winner and The White Lotus Emmy contender, will record THR's Awards Chatter podcast live from the Boulder...
.
1 month ago",https://www.lifestyleasia.com/ind/entertainment/movies-with-highest-oscar-wins/,"Lifestyle Asia Hong Kong
Top 15 movies with the highest number of Oscar wins
Over the years, several cinematic gems have bagged double-digit Academy Awards nominations and many of these became films with the highest...
.
3 weeks ago",https://www.goldderby.com/gallery/milos-forman-movies-all-12-films-ranked-worst-to-best/,"GoldDerby
Milos Forman Movies: All 12 Films Ranked Worst to Best
Milos Forman would've celebrated his 88th birthday on February 18, 2020. The late director, who passed away in 2018, only made a dozen...
.
03-Feb-2020",https://www.nbcnews.com/pop-culture/movies/milos-forman-oscar-winning-director-one-flew-over-cuckoo-s-n865996,"NBC News
Milos Forman, Oscar-winning director of ""One Flew Over the Cuckoo's Nest"" and ""Amadeus,"" dies at 86
Czech filmmaker Milos Forman, whose movies ""One Flew Over the Cuckoo's Nest"" and ""Amadeus"" won a deluge of Academy Awards, died on Saturday...
.
14-Apr-2018",https://www.nytimes.com/2018/04/14/obituaries/milos-forman-dead.html,"The New York Times
Milos Forman, 86, Dies; Won Oscars for 'Cuckoo's Nest' and 'Amadeus' (Published 2018)
A witness to turmoil in his Czech homeland, he was in the front rank of directors struggling to make commercial films with countercultural...
.
14-Apr-2018",https://www.independent.co.uk/news/obituaries/milos-forman-death-czech-film-director-amadeus-one-flew-over-the-cuckoos-nest-a8307081.html,"The Independent
Milos Forman: Czech-born filmmaker who won Oscars for ‘One Flew Over the Cuckoo’s Nest’ and ‘Amadeus’
A late '60s exile from the repressive regime in his native Czechoslovakia, the director made a string of spirited, rebellious films in the...
.
16-Apr-2018",https://deadline.com/2018/04/milos-forman-amadeus-director-dead-1202364339/,"Deadline
Milos Forman Two-Time Oscar Winning Director Of ‘Amadeus’ & ‘One Flew Over The Cuckoo’s Nest’ Dead At 86
Two-time Oscar winning Czech director Milos Forman has died at the age of 86, according to Reuters and reports. Forman's wife Martina...
.
14-Apr-2018",https://www.usatoday.com/story/life/people/2018/04/14/milos-forman-oscar-winning-director-dies-86/517106002/,"USA Today
Milos Forman, Oscar-winning director, dies at 86
His American movies 'One Flew Over the Cuckoo's Nest' and 'Amadeus' won a deluge of Academy Awards, including best director Oscars.
.
14-Apr-2018",https://nypost.com/2018/04/14/amadeus-and-cuckoos-nest-director-milos-forman-dead-at-86/,"New York Post
'Amadeus' and 'Cuckoo's Nest' director Milos Forman dead at 86
Czech filmmaker Milos Forman, whose American movies “One Flew Over the Cuckoo's Nest” and “Amadeus” won a deluge of Academy Awards,...
.
14-Apr-2018",https://www.flickeringmyth.com/2020/07/amadeus-35-years-on-what-happened-to-cast-director/,"Flickering Myth
Amadeus 35 Years On: What happened to the cast and director?
Tom Jolliffe takes a look back at Amadeus which ruled all at the 1985 Oscars, and what happened to the director and leads…
.
01-Jul-2020"
85,jack nicholson and louise fletcher won oscars for their starring roles in this 1975 drama,https://www.theguardian.com/film/2022/sep/24/louise-fletcher-oscar-winning-one-flew-over-the-cuckoos-nest-star-dies,"The Guardian
Louise Fletcher: Oscar-winning One Flew Over the Cuckoo’s Nest star dies
Fletcher, who won Academy Award for her role of Nurse Ratched in 1975 film, dies, aged 88.
.
24-Sept-2022",https://www.nytimes.com/2022/09/24/movies/louise-fletcher-dead.html,"The New York Times
Louise Fletcher, 88, Dies; Oscar Winner for 'One Flew Over the Cuckoo's Nest'
She was largely unknown to the public when she was cast as what the American Film Institute called one of cinema's most memorable villains.
.
28-Sept-2022",https://movieweb.com/jack-nicholson-movies-comedy/,"MovieWeb
Jack Nicholson's Best Comedy Movies, Ranked
Jack Nicholson, born John Joseph Nicholson in 1937 in New Jersey, is undoubtedly one of the most famous, recognizable actors in the world.
.
12-Dec-2022",https://www.washingtonpost.com/lifestyle/2022/09/24/louise-fletcher-death-cuckoos-nest/,"The Washington Post
Louise Fletcher, 'One Flew Over The Cuckoo's Nest' actress, dies at 88
She was known for playing Nurse Ratched in the 1975 movie that earned her an Academy Award.
.
24-Sept-2022",https://www.vanityfair.com/hollywood/2022/09/oscar-winner-louise-fletcher-dies-at-age-88,"Vanity Fair
Louise Fletcher, Best Known For Her Oscar-Winning Performance In 'One Flew Over the Cuckoo's Nest' Dies at Age 88
Louise Fletcher, the Alabama-born actress best known for her role as the cruel, authoritarian Nurse Ratched in the 1975 film One Flew Over...
.
24-Sept-2022",https://www.latimes.com/entertainment-arts/story/2022-09-23/louise-fletcher-dead-obit,"Los Angeles Times
Louise Fletcher, Nurse Ratched in 'Cuckoo's Nest,' dies at 88
Oscar-winning actress Louise Fletcher, who played Nurse Ratched in 1975's “One Flew Over the Cuckoo's Nest,” has died.
.
23-Sept-2022",https://nypost.com/2022/09/24/louise-fletcher-oscar-winning-cuckoos-nest-actor-dead-at-88/,"New York Post
Oscar-winning ‘Cuckoo’s Nest’ actor Louise Fletcher dead at 88
Louise Fletcher, best known for her role as Nurse Ratched was 88-years-old.
.
24-Sept-2022",https://deadline.com/2022/09/louise-fletcher-dead-obituary-one-flew-over-the-cuckoos-nest-oscar-best-actress-1235126266/,"Deadline
Louise Fletcher Dies: Oscar-Winning ‘One Flew Over The Cuckoo’s Nest’ Actor Was 88
Louise Fletcher, who won a Lead Actress Oscar for her performance as the sadistic Nurse Ratched in 'One Flew Over the Cuckoo's Nest,' has...
.
23-Sept-2022",https://www.newsweek.com/louise-fletcher-dies-aged-88-tributes-oscar-winning-actress-1746000,"Newsweek
Louise Fletcher Dies Aged 88: Tributes Pour In for Oscar-Winning Actress
The One Flew Over the Cuckoo's Nest actress, whose parents were deaf, was the first person to use sign language during her Oscars acceptance...
.
24-Sept-2022",https://www.indiewire.com/2022/09/louise-fletcher-dead-1234766324/,"IndieWire
Louise Fletcher Dies: ‘One Flew Over the Cuckoo’s Nest’ Oscar Winner Was 88
Fletcher forged an iconic career playing the villainous Nurse Ratched in Milos Forman's 1975 drama.
.
23-Sept-2022"
86,what is the movie starring kurt russell about a group of scientists in the arctic that get attacked by a creature that can mimic any living thing,https://www.syfy.com/syfy-wire/john-carpenter-the-thing-40th-anniversary-retrospective,"Syfy
'The Thing' at 40: The cast & crew's definitive history of John Carpenter's masterpiece
John Carpenter knows who was really the Thing at the end of the movie ... but four decades later, he's still not telling. By Josh Weiss.
.
27-Sept-2022",https://www.syfy.com/syfy-wire/scariest-sci-fi-movies-list-aliens-anniversary,"Syfy
The 25 scariest sci-fi movies ever made, ranked from 'Aliens' to 'Invisible Man'
Even in space, these 25 terrifying sci-fi movies will make sure everyone can hear you scream.
.
30-Oct-2021",https://www.complex.com/pop-culture/2014/08/the-10-most-badass-alien-killers-in-hollywood-history,"Complex
The 10 Most Badass Alien Killers in Hollywood History
For every bad movie alien on the loose, there's a more badass alien slayer on the hunt.
.
27-Aug-2014",,,,,,,,,,,,,,
87,what is the movie starring bruce willis as a new york cop who squares off against alan rickman,https://screenrant.com/where-watch-every-die-hard-movie-online/,"Screen Rant
Where to Watch Every Die Hard Movie Online
A classic of 80's cinema, Bruce Willis' Die Hard used cutting-edge action and an extraordinarily talented but little-known cast to craft a...
.
04-Feb-2020",https://www.yardbarker.com/entertainment/articles/20_facts_you_might_not_know_about_die_hard/s1__26772467,"Yardbarker.com
20 facts you might not know about 'Die Hard'
Back when summer movies still meant something, 20th Century Fox swung for the fences with a high-concept film featuring a relatively unknown...
.
1 week ago",https://www.cbr.com/hawkeye-die-hard-similarities/,"CBR
Hawkeye Is Basically Marvel's Die Hard - and the First Trailer Proves It
If the new Hawkeye trailer feels like the holiday action classic Die Hard, that's no mistake.
.
15-Sept-2021",https://www.theglobeandmail.com/arts/film/remembering-alan-rickman-the-actors-five-best-roles/article28181466/,"The Globe and Mail
Remembering Alan Rickman: The actor's five best roles
From Die Hard to Harry Potter, Rickman has left an indelible mark in pop culture.
.
14-Jan-2016",http://www.washingtonpost.com/sf/opinions/2016/10/27/the-drug-wars-most-enthusiastic-recruit-hollywood/,"The Washington Post
The drug war's most enthusiastic recruit: Hollywood
Santa Claus is running down the street, arms pumping, hat lost, beard blowing back over his shoulder. But he's not in a hurry to deliver...
.
27-Oct-2016",,,,,,,,,,
88,when two kids play an old magic board game they found they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game is the plot of this 1995 comedy adventure starring robin williams,https://www.purewow.com/family/best-family-movies,"PureWow
The 80 Best Family Movies of All Time
From gripping adventures to laugh out loud comedies, keep reading for the 80 best family movies that kids, teens and parents are guaranteed...
.
1 month ago",https://www.insider.com/scenes-from-old-movies-that-scared-you-as-a-child,"Insider
Scenes from movies that scared you when you were a kid
Kids' movies aren't always happy. Classic films like ""The Wizard of Oz"" and ""Willy Wonka and the Chocolate Factory"" had some terrifying...
.
31-Oct-2022",https://www.vulture.com/article/best-netflix-original-movies.html,"Vulture
The Best Netflix Original Movies, Ranked (2015-2020)
This article has been updated through the end of 2020. Netflix has spent the last few years and several billions of dollars on a crusade to...
.
08-Feb-2021",https://www.latimes.com/entertainment-arts/story/2020-04-24/movies-on-tv-this-week-sunday-april-26-2020,"Los Angeles Times
Movies on TV this week: Sunday, April 26, 2020
FOUR STAR FILMS. Advertisement. Top rated movies and made-for-TV films airing the week of the week of April 26 - May 2, 2020
.
24-Apr-2020",https://www.cbsnews.com/pictures/notable-deaths-in-2021/,"CBS News
Notable Deaths in 2021
A look back at the esteemed personalities who've left us this year, who'd touched us with their innovation, creativity and humanity.
.
01-Jan-2022",https://www.blu-ray.com/Jumanji/31422/,"Blu-ray.com
Jumanji (1995)
When two kids play an old magic board-game they found, they release a man trapped for decades in it and a host of dangers that can only be stopped by...
.
13-Sept-2018",https://adventuregamers.com/articles/view/18643,"Adventure Gamers
Top 100 All-Time Adventure Games
Over thirty years in the making (incuding at least a year of planning), Adventure Gamers presents our Top 100 list of the best adventures...
.
30-Dec-2011",https://www.nytimes.com/2022/02/28/movies/netflix-march-expiring.html,"The New York Times
Watch These 13 Movies Before They Leave Netflix in March (Published 2022)
It's awards season, and a bunch of great Oscar-winning and -nominated films are leaving this month. Check them out while you can.
.
06-Mar-2022",https://www.latimes.com/entertainment-arts/story/2020-04-10/movies-on-tv-this-week-sunday-april-12-2020,"Los Angeles Times
Movies on TV this week: April 12 'Network' on TCM
FOUR STAR FILMS. Advertisement. Top rated movies and made-for-TV films airing the week of the week of April 12 - 18, 2020
.
10-Apr-2020",https://diaryofatorontogirl.com/best-movies-crave-canada/,"Diary of a Toronto Girl
49 Best Movies on Crave Canada to Watch (April 2023)
The best movies to watch on Crave Canada in April 2023! Here are some of the best films to binge-watch on Crave for your movie marathon.
.
24-Apr-2021"
89,i am thinking of a movie that stars david naughton as a young man from the u s who gets bitten by a mythical beast as he backpacks abroad,,,,,,,,,,,,,,,,,,,,
90,the 3 rd movie in the beloved series of movies based off the best selling books by british author j k rowling,https://www.julesbuono.com/best-selling-book-series-of-all-time/,"The Literary Lifestyle
33 Best Selling Book Series of All Time 2023
Explore all the best selling book series of all time to see where your favorites rank and find new book series to dive into.
.
1 day ago",https://ew.com/books/best-movie-adaptations-of-childrens-books/,"Entertainment Weekly
The 25 best children's books adapted into movies
From delectable comfort food like Mary Poppins and Matilda to ambitious auteur efforts including Fantastic Mr. Fox and Hugo, EW presents our...
.
24-May-2022",https://www.architecturaldigest.com/story/visit-these-10-real-places-used-in-the-harry-potter-films,"Architectural Digest
Visit These 10 Real Places Used in the ‘Harry Potter’ Films | Architectural Digest
Few novel series have had quite the contemporary success quite like the Harry Potter volumes by J.K. Rowling. The overwhelming popularity of...
.
09-Aug-2022",https://www.etonline.com/tom-feltons-memoir-beyond-the-wand-arrests-snapes-blowup-and-more-harry-potter-set-secrets-192588,"Entertainment Tonight
Tom Felton's Memoir 'Beyond the Wand': Arrests, Snape's Blowup and More 'Harry Potter' Set Secrets
The 35-year-old actor, who played Draco Malfoy in the films, tells all in his new memoir.
.
18-Oct-2022",https://faroutmagazine.co.uk/why-jk-rowling-needs-to-relinquish-harry-potter-franchise/,"Far Out Magazine
Why J.K. Rowling needs to relinquish control of the ‘Harry Potter’ franchise
J.K. Rowling is the author of 'Harry Potter' and the screenwriter of 'Fantastic Beasts: Secrets of Dumbledore' where Johnny Depp was...
.
27-Apr-2022",https://www.rd.com/list/the-best-childrens-books-ever-written/,"Reader's Digest
106 Best Children's Books Ever Written — The Best Books for Every Age
From beloved classics to new works, the best children's books capture imagination, foster a love of reading and stay with readers forever.
.
23-Dec-2021",https://www.nbcnews.com/think/opinion/dumbledore-gay-why-j-k-rowling-s-continual-character-revisionism-ncna986726,"NBC News
Is Dumbledore gay? Why J.K. Rowling's continual character revisionism is getting old
Rowling taught her readers to embrace an open, progressive society. A decade later, it's time she followed her own advice. Image: J.K....
.
24-Mar-2019",https://www.cnbc.com/2021/03/24/jk-rowling-could-hinder-hbo-maxs-harry-potter-plans.html,"CNBC
Harry Potter could make HBO Max a streaming giant, but JK Rowling and a deal with NBC stand in the way
Harry Potter could be a game changer for HBO Max, but the anti-trans comments of its author J.K. Rowling have turned off fans.
.
24-Mar-2021",https://scroll.in/article/954955/seven-books-eight-movies-and-two-spin-offs-later-is-the-harry-potter-charm-waning,"Scroll.in
Seven books, eight movies and two spin-offs later, is the Harry Potter charm waning?
'Fantastic Beasts: The Crimes of Grindelwald', the latest film set in 'Harry-verse', is the lowest grossing one in the franchise.
.
03-Mar-2020",https://www.businessinsider.com/jk-rowling-harry-potter-net-worth-author-millions-fortune-lifestyle-2019-4,"Business Insider
How J.K. Rowling makes and spends her millions
Forbes ranked ""Harry Potter"" author, J.K. Rowling, as the highest paid novelist in the world in 2017. She was also the third highest paid...
.
16-Apr-2019"
91,what 2012 ang lee film based on the best selling book of the same name is about a boy and a tiger,https://deadline.com/2023/02/life-of-pi-broadway-broadway-cast-hiran-abeysekera-fred-davis-scarlet-wilderink-1235255254/,"Deadline
‘Life Of Pi’ Broadway Cast To Star Olivier Award Winners Hiran Abeysekera, Fred Davis & Scarlet Wilderink
Hiran Abeysekera, who won the 2022 Best Actor Olivier Award for London's Life of Pi, will lead the Broadway cast.
.
1 month ago",https://whnt.com/entertainment-news/these-10-films-turn-10-in-2022/,"WHNT
These 10 films turn 10 in 2022
(WHNT) — Some of the 21st century's most famous films are celebrating a big birthday in 2022. From blockbusters like “The Avengers” and “The...
.
10-Aug-2022",https://www.nytimes.com/2012/11/21/movies/life-of-pi-directed-by-ang-lee.html,"The New York Times
‘Life of Pi,’ Directed by Ang Lee
Life of Pi,” directed by Ang Lee and based on the novel by Yann Martel, features a young man, a tiger and lots of talk about God.
.
20-Nov-2012",https://www.rd.com/list/hit-movies-that-were-books-first/,"Reader's Digest
40 Best Books Made into Movies — Book-to-Movie Adaptations You'll Love
Nothing beats a great book—not even great movies based on books. These are the very best books made into movies.
.
10-Dec-2021",https://www.rottentomatoes.com/m/life-of-pi,"Rotten Tomatoes
Life of Pi
Critics Consensus. A 3D adaptation of a supposedly ""unfilmable"" book, Ang Lee's Life of Pi achieves the near impossible -- it's an astonishing technical...
.
07-Mar-2016",https://www.glamour.com/gallery/best-movies-based-on-books,"Glamour
35 Movies Based on Books That Are Actually Worth Watching
Here's to never being bored again: These movies based on books are all great ways to entertain yourself. See our picks for the best movie...
.
02-Dec-2022",https://www.npr.org/2012/11/26/165569211/life-of-pi-life-changing-for-young-star,"NPR
'Life Of Pi' Life-Changing For Young Star
How did Suraj Sharma end up starring in Oscar-winning director Ang Lee's new film Life of Pi? All he needed to do was learn to act,...
.
20-Nov-2012",https://www.psychologytoday.com/us/blog/the-tao-innovation/201211/meaning-faith-and-the-life-pi,"Psychology Today
Meaning, Faith, and the Life of Pi
""Life of Pi"" is not actually about wrestling with a physical tiger, but a metaphoric one—with questions of meaning and faith.
.
26-Nov-2012",https://www.globaltimes.cn/content/742447.shtml,"Global Times
Ang Lee aims high with Pi
Despite some critical reviews after its premier at the New York Film Festival a month ago, Life of Pi by American Chinese director Ang Lee...
.
05-Nov-2012",https://stylecaster.com/feature/action-movies-female-leads-1136879/,"StyleCaster
Best Action Movies With Female Leads 2020: Films With Strong Women
The best action movies with female leads 2020 include films with strong women and female characters. Watch and stream these films ahead.
.
30-Sept-2020"
92,what is the movie starring brad pitt and anthony hopkins about three brothers and their father living in the remote wilderness in the 1900 s,https://www.insider.com/brad-pitt-movies-ranked-critics-2019-7,"Insider
Every single Brad Pitt movie, ranked by critics
The actor has appeared in countless films throughout his career, including blockbusters like ""Fight Club"" and dramas like ""12 Years a Slave.
.
24-Jul-2019",https://ringsidereport.com/?p=80553,"RingSide Report
Ringside Report Looks Back at the Year 1994 in Film
[AdSense-A]. By Geoffrey Huchel. How many movies that made their theatrical debuts in 1994 do you remember? Depending on how old you were at that time,...
.
31-May-2019",,,,,,,,,,,,,,,,
93,i m thinking of a movie where a book comes to life for a young boy and he is transported into the story and has to save a princess,https://www.timeout.com/film/the-100-best-sci-fi-movies,"Time Out
100 Best Sci Fi Movies Of All Time For A Mind-Bending Movie Night
From human clones to alien invasions: we asked scientists, filmmakers and writers to select the best sci-fi films in cinema history.
.
2 weeks ago",https://www.popularmechanics.com/culture/movies/g3086/best-time-travel-movies/,"Popular Mechanics
The 35 Best Time Travel Movies of All Time
Time travel movies often make for the most mind-numbing sci-fi films with paradoxes aplenty. But it's those confusing temporal gymnastics...
.
08-Dec-2022",https://movieweb.com/how-to-find-a-movie-you-cant-remember-the-name-of/,"MovieWeb
How to Find a Movie You Can't Remember the Name of
Sometimes, the movie is just sitting on the tip of your tongue, but you just can't get the name of it. Here are some ways to finally get...
.
11-Jan-2023",https://bookriot.com/portal-fantasy-books/,"Book Riot
50+ Must-Read Portal Fantasy Books
I'm so glad you asked. In portal fantasy, a person is transported from one world to another by some sort of magic, usually (but not always!)
.
17-Jul-2019",https://www.imdb.com/title/tt0088323/,"IMDb
The NeverEnding Story (1984)
Bastian is a young boy who lives a dreary life being tormented by school bullies. On one such occasion he escapes into a book shop where the old proprieter...
.
26-Jul-2015",,,,,,,,,,
94,what s the nature documentary about an animal that gets separated from its family and then gets adopted,https://www.thehindu.com/entertainment/movies/the-elephant-whisperers-documentary-review-strikingly-lush-safari-on-coexistence-of-man-and-nature/article66310108.ece,"The Hindu
'The Elephant Whisperers' documentary review: Strikingly lush safari on coexistence of man and nature
Kartiki Gonsalves' documentary, which has been shortlisted for the 95th Oscars in the Documentary Short Film category, takes the audience on...
.
28-Dec-2022",https://www.nytimes.com/2018/08/20/well/family/what-twins-can-teach-us-about-nature-vs-nurture.html,"The New York Times
What Twins Can Teach Us About Nature vs. Nurture (Published 2018)
The day my identical twin boys were delivered by an emergency cesarean, I noticed a behavioral difference. Twin A, who had been pushed...
.
20-Aug-2018",https://www.peta.org/issues/animal-companion-issues/animal-shelters/no-kill-policies-slowly-killing-animals/,"PETA
‘No-Kill’ Policies Slowly Killing Animals
When “no-kill” animal shelters and rescue groups are filled to capacity, which is almost always, they are left with two options: turn away more animals than...
.
16-May-2018",https://www.npr.org/2007/10/25/15629096/identical-strangers-explore-nature-vs-nurture,"NPR
'Identical Strangers' Explore Nature Vs. Nurture
Paula Bernstein and Elyse Schein were both adopted as infants. They met for the first time when they were 35 years old.
.
25-Oct-2007",,,,,,,,,,,,
97,what is the 1970 robert altman war movie which led to a very successful television series of the same name,https://movieweb.com/mash-70s-dramedy-despair-of-war/,"MovieWeb
MASH: How the Iconic '70s Dramedy Captured the Despair of War
After Robert Altman's very successful 1970 film MASH, an adaptation of Richard Hooker's novel of the same name, intrigue began to build in...
.
28-Aug-2022",https://screenrant.com/scrubs-mash-best-revival-references-medical-sitcom/,"Screen Rant
How Scrubs Became The Best MASH Revival (& How It Homaged The Show)
Iconic sitcom MASH never got a revival series, but in a sense, Scrubs is a spiritual sequel. MASH was based on the novel and 1970 Robert...
.
21-Nov-2022",https://listverse.com/2023/02/23/top-10-tv-theme-songs-of-the-1970s/,"Listverse
Top 10 TV Theme Songs of the 1970s
In the early 1970s, cable networks had yet to arrive. The Big Three—ABC, CBS, and NBC continued to dominate American television,...
.
1 month ago",https://www.dailynews.com/2022/09/14/50-things-about-mash-as-the-tv-series-celebrates-its-50th-anniversary,"Los Angeles Daily News
50 things about ‘M*A*S*H’ as the TV series celebrates its 50th anniversary
Subscribers are entitled to 10 gift sharing articles each month. These can be shared with friends and family who are not subscribers.
.
14-Sept-2022",https://movieweb.com/robert-duvall-best-movies-ranked/,"MovieWeb
The Best Robert Duvall Movies, Ranked
With a career that spans seven decades, Robert Duvall (born on January 5, 1931) has a filmography any actor would kill for.
.
24-Aug-2022",https://screenrant.com/mash-show-every-spinoff-trapper-john-aftermash/,"Screen Rant
Every M*A*S*H TV Spinoff
Medical sitcom M*A*S*H was one of the most successful shows of all time, and it inspired a few spin-offs, including the infamous AfterMASH.
.
28-Nov-2022",https://www.timeout.com/film/best-war-movies-of-all-time,"Time Out
50 Best War Movies of All Time, Ranked, for You to Watch Tonight
Survey the history of film to highlight the absolute best war movies of all time, including plenty of action, explosions, stunts and more.
.
17-Nov-2022",https://www.vulture.com/article/best-gambling-movies-poker.html,"Vulture
The 26 Best Movies About Gambling and Poker, Ranked.
Movies about gambling have an inherent drama because, by definition, they're about risk. It's not fun to watch someone be prudent and...
.
10-Sept-2021",https://www.hollywoodreporter.com/lists/best-tv-shows-ever-top-819499/,"The Hollywood Reporter
Best TV Shows Ever: Top 100 Television Programs
You can only have ONE favorite show. Here, thousands of the town's insiders pulled the trigger and name theirs in THR's first...
.
16-Sept-2015",https://www.indiewire.com/feature/best-classic-tv-shows-to-watch-1202219113/,"IndieWire
Best Classic TV Shows to Stream Right Now — and Where to Watch Them
With the need for content at a premium, it's not just enough to stick to the shows you know. Television has a rich history going back...
.
15-Mar-2021"
98,what is the movie about a space ship with a recent year in its name,https://www.marieclaire.com/culture/g31006874/best-space-movies/,"Marie Claire
The 44 Best Space Movies of All Time
The film industry has long been obsessed with outer space—even before men walked on the moon. In fact, the first film on space dates all the...
.
26-Dec-2022",https://finance.yahoo.com/news/googles-ai-powered-bard-tested-174719225.html,"Yahoo Finance
What can Google's AI-powered Bard do? We tested it for you
To use, or not to use, Bard? The recently rolled-out bot dubbed Bard is the internet search giant's answer to the ChatGPT tool that...
.
5 days ago",https://www.royalcaribbeanblog.com/,"Royal Caribbean Blog
Royal Caribbean Blog - Unofficial blog about Royal Caribbean cruises
Jazz music lovers should take solace in the fact the end of the Jazz on 4 venue does not correlate to an end to jazz music onboard Oasis...
.
2 days ago",https://www.timeout.com/film/the-100-best-sci-fi-movies,"Time Out
100 Best Sci Fi Movies Of All Time For A Mind-Bending Movie Night
From human clones to alien invasions: we asked scientists, filmmakers and writers to select the best sci-fi films in cinema history.
.
2 weeks ago",https://www.nasa.gov/press-release/nasa-s-dart-mission-hits-asteroid-in-first-ever-planetary-defense-test,"NASA
NASA's DART Mission Hits Asteroid in First-Ever Planetary Defense Test
After 10 months flying in space, NASA's Double Asteroid Redirection Test (DART) – the world's first planetary defense technology...
.
26-Sept-2022",https://www.space.com/upcoming-sci-fi-movies,"Space.com
Upcoming sci-fi movies for 2022
2022 has been full of epic sci-fi movie moments, but weâ€™re not done yet. We look ahead to the upcoming sci-fi movies for the rest of 2022...
.
14-Oct-2022",https://www.wired.co.uk/article/best-sci-fi-movies-of-all-time,"Wired UK
The Best Sci-Fi Movies Everyone Should Watch Once
Aliens, astronauts, time travel—you name it, there's a dazzling sci-fi film about it. That makes compiling a list of the best sci-fi nearly...
.
30-Sept-2022",https://elkodaily.com/news/national/this-astronaut-will-set-a-new-us-record-for-longest-time-spent-in-space/article_26447027-071a-5e75-8fcf-0fd124daff9e.html,"Elko Daily Free Press
This astronaut will set a new US record for longest time spent in space
Astronaut Frank Rubio traveled to the International Space Station for what he thought would be a six-month mission.
.
2 days ago",https://time.com/6199449/nope-explained-meaning-jordan-peele/,"TIME
Nope Explained: Breaking Down Meaning of Jordan Peele Film | Time
Leading up to its release on July 22, Jordan Peele kept his highly-anticipated third film, Nope, tightly under wraps. The trailer is little...
.
22-Jul-2022",https://www.npr.org/2022/10/23/1130482740/william-shatner-jeff-bezos-space-travel-overview-effect,"NPR
William Shatner experienced profound grief in space. It was the 'overview effect'
William Shatner was excited to go to space last year. He didn't realize he'd be overwhelmed with sadness and go through ""the strongest...
.
23-Oct-2022"
99,i am thinking of a film that stars queen latifah and dolly parton as leaders of a church choir,https://www.biography.com/musicians/queen-latifah,"bio. Biography.com
Queen Latifah - Movies, Age & Real Name
Queen Latifah is a Grammy Award-winning rapper, record producer and actress, known for her roles in the big-screen adaptation of 'Chicago' and the TV film...
.
01-Feb-2023",https://www.spokesman.com/stories/2012/jan/13/unlikely-duet/,"The Spokesman-Review
Unlikely duet
NEW YORK – Looked at a certain way, the two stars of the new musical comedy “Joyful Noise” arrived at the movie from utterly different...
.
13-Jan-2012",https://www.huffingtonpost.co.uk/2012/06/29/dolly-parton-queen-latifah-joyful-noise-dollywood_n_1638463.html,"HuffPost UK
Dolly Parton On Getting To Grips With Queen Latifah In Joyful Noise (INTERVIEW)
“Everybody always likes to talk about my plastic surgery, but the writer was being a little sensitive about that. I told him, 'Go for it,...
.
29-Jun-2012",https://www.biography.com/musicians/jennifer-hudson,"bio. Biography.com
Jennifer Hudson Biography
Follow the career of renowned singer and actress Jennifer Hudson on Biography.com.
.
02-Apr-2014",,,,,,,,,,,,
